conceptType,conceptUri,code,preferredLabel,greenShare
Occupation,http://data.europa.eu/esco/occupation/42a96d07-1e1d-49ae-9399-c1f4be27ddea,3333.1,arbeidsformidler,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3333,3333,Arbeidsformidlere,0.0
Occupation,http://data.europa.eu/esco/occupation/dd935705-d703-40ba-9ba7-2a8a2b7651b4,3334.1,eiendomsbestyrer,0.0666666666666666
Occupation,http://data.europa.eu/esco/occupation/b42d8731-386b-4d34-a824-4b736feee1e5,3334.2.1,medarbeider innen eiendomsoverdragelser,0.0
Occupation,http://data.europa.eu/esco/occupation/b915ab4a-f7b1-44bc-a5a4-585e91d31dfd,3334.2,eiendomsoppkjøpssjef,0.0277777777777777
Occupation,http://data.europa.eu/esco/occupation/d261a6a4-7ea7-4295-a84e-f4b1a56990d7,3334.3.1,utleieagent,0.0294117647058823
Occupation,http://data.europa.eu/esco/occupation/7e46c066-2b98-4eaf-bed6-9848c79902e0,3334.3.2,eiendomsinvestor,0.0666666666666666
Occupation,http://data.europa.eu/esco/occupation/8ec8df02-e9dd-43b7-b416-5846ae0414ab,3334.3,eiendomsmegler,0.0350877192982456
Occupation,http://data.europa.eu/esco/occupation/cee31c49-abe9-4f29-ad10-5eefe63f2a57,3334.4,sjef for eiendomsleasing,0.0408163265306122
Occupation,http://data.europa.eu/esco/occupation/0f5b4653-50b2-413a-826d-39d447480c21,3334.5,eiendomsforvalter,0.0227272727272727
ISCO level 4,http://data.europa.eu/esco/isco/C3334,3334,Eiendomsmeglere og - forvaltere,0.03614427429664046
Occupation,http://data.europa.eu/esco/occupation/f5332f2d-3119-4194-8b5c-d0a5d97f55ef,3339.1,annonseselger,0.0
Occupation,http://data.europa.eu/esco/occupation/f1ecc3c4-8212-4386-871a-6fda1b5b4d91,3339.2,auksjonarius,0.0
Occupation,http://data.europa.eu/esco/occupation/5a8835bf-65c7-48e3-ab2f-7ad98b3fdb59,3339.3,megler innen immaterialrett,0.0
Occupation,http://data.europa.eu/esco/occupation/21ae429f-a152-46a6-a73c-9ec65c7803f0,3339.4,bookingagent,0.0
Occupation,http://data.europa.eu/esco/occupation/1da55a33-09b3-4ac7-818e-2a0fea68cecc,3339.5,forvalter av utgivelsesrettigheter,0.0
Occupation,http://data.europa.eu/esco/occupation/2049d7ef-9ebe-41ae-b8b5-e97b77ee58a2,3339.6,flytteoperatør,0.0
Occupation,http://data.europa.eu/esco/occupation/c85e39a4-2c40-413f-a171-45907ecdd599,3339.7,agent,0.0
Occupation,http://data.europa.eu/esco/occupation/3ae4fd99-814a-4d06-a7db-5ee680c22e26,3339.8,forhandler av reiselivskontrakt,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3339,3339,Andre yrker innen forretningstjenester,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C334,334,Sekretærer og arbeidsledere for kontorpersonell,0.0036764705882352915
Occupation,http://data.europa.eu/esco/occupation/30ca97f4-a4fd-4189-a781-ac08f6b09b78,3341.1,"analytiker, telefonsenter",0.0
Occupation,http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b,3341.2,"kvalitetskontrollør, telefonsenter",0.0
Occupation,http://data.europa.eu/esco/occupation/6aa78e46-ce22-421f-8a75-e915ac63c9d0,3341.3,telefonsenteransvarlig,0.0
Occupation,http://data.europa.eu/esco/occupation/9d2aae3e-cbfe-409f-86cc-7cef9cd0435a,3341.4,"leder, kontaktsenter",0.0
Occupation,http://data.europa.eu/esco/occupation/af355ac4-dd89-44df-99a6-bba70202d6fe,3341.5,arbeidsleder for dataregistrering,0.0
Occupation,http://data.europa.eu/esco/occupation/0deaceea-69d8-4304-bc80-0b3d0491a241,3341.6,leder av feltundersøkelse,0.0
Occupation,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69,3341.7,kontorsjef,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3341,3341,Arbeidsledere for kontorpersonell,0.0
Occupation,http://data.europa.eu/esco/occupation/578470d7-1848-44cd-a769-96cdd64b2c37,3342.1,saksbehandler ved folkeregister,0.0
Occupation,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7,3342.2,juridisk assistent,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3342,3342,Advokatsekretær,0.0
Occupation,http://data.europa.eu/esco/occupation/ac60ed89-da6d-4f1a-93ee-1031789c7796,3343.1.1,rettsskriver,0.0
Occupation,http://data.europa.eu/esco/occupation/55b4faa3-286f-4fc8-ac67-8bbb97d08820,3343.1.2,studieleder,0.0
Occupation,http://data.europa.eu/esco/occupation/1d6fbb43-f4c7-4839-8099-55eae5d424a5,3343.1.3,innsamlingsassistent,0.0
Occupation,http://data.europa.eu/esco/occupation/fcaab37b-ada2-4832-a2fd-9d64362e0280,3343.1.4,internasjonal studentutvekslingskoordinator,0.0
Occupation,http://data.europa.eu/esco/occupation/c9b2b0a7-0adc-4ca7-bf7c-dc95e18aeac7,3343.1.5,innkjøpsstøttemedarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/5ccb2c34-e860-43a5-9869-342487518115,3343.1.6,prosjektstøttemedarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/c8b296be-54ae-48cf-be21-031fa8457937,3343.1.7,"assistent, forsyningskjede",0.088235294117647
Occupation,http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,3343.1,administrativ assistent,0.0
Occupation,http://data.europa.eu/esco/occupation/bcba793e-44fe-45eb-b0fb-56772529cbab,3343.2,redaktørassistent,0.0
Occupation,http://data.europa.eu/esco/occupation/2a04a1df-a3b9-403e-a245-e7f93fdddd44,3343.3,administrasjonssekretær,0.0
Occupation,http://data.europa.eu/esco/occupation/8cce40c1-4479-47e7-b5fc-c976631d919f,3343.4,administrasjonsassistent,0.0
Occupation,http://data.europa.eu/esco/occupation/42c769cd-4c60-4bac-94d2-29a492b82b74,3343.5,"domstolssekretær, korrekturleser",0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3343,3343,Sjefssekretærer,0.007352941176470583
Occupation,http://data.europa.eu/esco/occupation/045f05f2-4ff8-46b2-9d08-e12a81657498,3344.1,medisinsk sekretær,0.0
Occupation,http://data.europa.eu/esco/occupation/8c8b5cba-14b2-4728-b22c-eb90f1786e00,3344.2,sjef for legepraksis,0.0
Occupation,http://data.europa.eu/esco/occupation/5d5fde2c-47ce-4dcd-99f0-ba651b7b908f,3344.3,legesekretær,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3344,3344,,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C335,335,Yrker innen offentlig forvaltning,0.03833186290082837
Occupation,http://data.europa.eu/esco/occupation/5f16819d-50b9-475b-a2d8-607ee6d99a9d,3351.1,toller,0.0
Occupation,http://data.europa.eu/esco/occupation/933d02c0-3dfa-418f-9c2d-470b525cc42c,3351.2,håndbagasjekontrollør,0.0
Occupation,http://data.europa.eu/esco/occupation/6296faea-1909-4943-b0e0-662b43ad855d,3351.3,immigrasjonsbetjent,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3351,3351,Tollere,0.0
Occupation,http://data.europa.eu/esco/occupation/4a39fddb-17e7-4431-be03-613edab8d1c8,3352.1,skatteoppkrever,0.0
Occupation,http://data.europa.eu/esco/occupation/c766198e-5b9c-4c85-9fef-be27c783ab19,3352.2,skattefogd,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3352,3352,Skattefunksjonærer,0.0
Occupation,http://data.europa.eu/esco/occupation/2c83f279-a1d1-4c9f-a6aa-5e5ee1850e46,3353.1,trygdeinspektør,0.0
Occupation,http://data.europa.eu/esco/occupation/6724e558-2d75-4116-a473-91a4c14d4c69,3353.2.1,pensjonsadministrator,0.0357142857142857
Occupation,http://data.europa.eu/esco/occupation/4d750b7f-f40d-447c-ba90-f5fb0ee9ef27,3353.2,medarbeider innen sosialtjenester,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3353,3353,Saksbehandlere innen sosiale ytelser,0.011904761904761899
Occupation,http://data.europa.eu/esco/occupation/e19fe26f-0759-4bb1-af71-5bbecf3df69f,3354.1,innvandringsrådgiver,0.0
Occupation,http://data.europa.eu/esco/occupation/39c89133-bd2a-45db-b3eb-529b94daeeaf,3354.2,lisensgiver,0.0
Occupation,http://data.europa.eu/esco/occupation/aaf732b5-ee19-4c82-a08f-700fb98f5ca7,3354.3,passmedarbeider,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3354,3354,Saksbehandlere for førerkort,0.0
Occupation,http://data.europa.eu/esco/occupation/3cee6bea-4a19-4511-9bbb-fdf820857555,3355.1,kriminaletterforsker,0.0384615384615384
Occupation,http://data.europa.eu/esco/occupation/3880e9e8-bc2b-48d9-8afc-a0f258c1c4b0,3355.2,politietterforsker,0.0
Occupation,http://data.europa.eu/esco/occupation/ce2b8609-34c7-40d3-a4f7-581c76bd258a,3355.3,politiinspektør,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3355,3355,Politibetjenter mv.,0.012820512820512801
Occupation,http://data.europa.eu/esco/occupation/715b902f-b1b6-4366-afc6-ddb8ab715229,3359.1,landbruksinspektør,0.177777777777777
Occupation,http://data.europa.eu/esco/occupation/cb60beab-7afb-4e99-8162-221abea68e6d,3359.2,rådgiver for forbrukerrettigheter,0.037037037037037
Occupation,http://data.europa.eu/esco/occupation/c3fc5265-6333-483f-9339-b4b860efa08d,3359.3,fiskeriinspektør,0.175
Occupation,http://data.europa.eu/esco/occupation/6c7d333a-b2a9-4325-b25b-566d1ecc956d,3359.4,skogbruksinspektør,0.379310344827586
Occupation,http://data.europa.eu/esco/occupation/27c5097e-a2a3-4b2e-82a6-3b874ebfb092,3359.5.1,"lastinspektør, sjøfrakt",0.0
Occupation,http://data.europa.eu/esco/occupation/50609eb5-9957-4cbf-9b91-6f46ce49cfad,3359.5,godsinspektør,0.0
Occupation,http://data.europa.eu/esco/occupation/379a4f3f-4985-4764-8b2f-037946da855d,3359.6,spillinspektør,0.0
Occupation,http://data.europa.eu/esco/occupation/d9f67d41-5e35-49c1-82a4-05ed94fbc3ab,3359.8,måle- og vektkontrollør,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3359,3359,Andre yrker innen offentlig forvaltning,0.0961406449553
ISCO level 3,http://data.europa.eu/esco/isco/C341,341,Yrker innen sosialarbeid og kultur,0.0019070010449320767
Occupation,http://data.europa.eu/esco/occupation/bac62d45-bb74-45fa-9b38-a3ebf2095212,3411.1,saksadministrator,0.0
Occupation,http://data.europa.eu/esco/occupation/a9411821-4f54-406e-ba37-4c6e5a39f9fe,3411.2,"advokat, eiendomshandel",0.0
Occupation,http://data.europa.eu/esco/occupation/a7f63810-a21a-4e7e-8aa2-6637d14ea3c1,3411.3,rettsassistent,0.0
Occupation,http://data.europa.eu/esco/occupation/5e175ee2-6b07-4f1d-8f5e-962c36ab7bb6,3411.4,rettsbetjent,0.0
Occupation,http://data.europa.eu/esco/occupation/0f63619d-63ea-4345-81f5-4673353fe8d2,3411.5,rettssekretær,0.0
Occupation,http://data.europa.eu/esco/occupation/b471350e-23ce-4789-a821-5500b28cffe1,3411.6,namsmann/innkrever,0.0
Occupation,http://data.europa.eu/esco/occupation/929ef41d-afd0-4d5a-b85b-69eab68fa368,3411.7,advokatsekretær,0.0
Occupation,http://data.europa.eu/esco/occupation/71c3a49a-e55e-42ce-bd3f-31f37d3cfab6,3411.8.1,butikkdetektiv,0.0
Occupation,http://data.europa.eu/esco/occupation/771a47c9-9cf4-4368-9752-2a1ea5a783d7,3411.8,privatetterforsker,0.0
Occupation,http://data.europa.eu/esco/occupation/f634ce9b-68a5-4a8a-af4a-ed13fc0deba9,3411.9,lekdommer,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3411,3411,Privatetterforskere mv.,0.0
Occupation,http://data.europa.eu/esco/occupation/92df4ee3-bce3-45f6-a693-597df1b96f43,3412.1,medarbeider på krisetelefon,0.0
Occupation,http://data.europa.eu/esco/occupation/021663ca-a367-472e-a1f0-6d8ab5b2d860,3412.2,verge,0.0
Occupation,http://data.europa.eu/esco/occupation/fc85156e-4f0b-46c4-ba66-a3b17318d932,3412.3,livscoach,0.0
Occupation,http://data.europa.eu/esco/occupation/c6239b9e-5973-4b0a-a2ed-4c4b41331e04,3412.4.1,"sosialpedagog, hjemmetjeneste",0.0
Occupation,http://data.europa.eu/esco/occupation/f4525ed8-54eb-4a3b-90db-55cc01b0d9fd,3412.4.2,hjemmehjelp,0.0
Occupation,http://data.europa.eu/esco/occupation/2ae76ccc-f02e-4eb6-b693-fff70ba8f409,3412.4.3,barnevernspedagog,0.0
Occupation,http://data.europa.eu/esco/occupation/9c55aa23-e3f2-4c00-8c90-5ed5204951a3,3412.4.4,personlig assistent,0.0
Occupation,http://data.europa.eu/esco/occupation/4c89c65c-4e35-44e3-8fa0-5d73e9e15325,3412.4.5,familieveileder,0.0
Occupation,http://data.europa.eu/esco/occupation/1f5932eb-b36d-44e1-a063-7aa9e228af51,3412.4.6,barnevernskonsulent,0.0
Occupation,http://data.europa.eu/esco/occupation/4edbde9f-218e-49c7-812f-c45262fb4128,3412.4.7,støttearbeider i hjemmet,0.0
Occupation,http://data.europa.eu/esco/occupation/5a9acd29-666c-4ca1-b10e-e086584a526b,3412.4.8,psykiatrisk sykepleier,0.0
Occupation,http://data.europa.eu/esco/occupation/4d7d2628-1405-4ff2-b5b5-bd0d57ed9bbd,3412.4.10,"spesialpedagog, barneomsorg",0.0
Occupation,http://data.europa.eu/esco/occupation/78f474ae-c154-4206-ad0f-d8a00e9c541e,3412.4.11,sosialarbeider for voksne med funksjonsnedsetting,0.0
Occupation,http://data.europa.eu/esco/occupation/50743f62-3d5b-4ef6-b706-00d2b1adfcc3,3412.4.12,"pleieassistent, eldreomsorg",0.0
Occupation,http://data.europa.eu/esco/occupation/6667bf29-a3e3-4513-a71b-82c67206045b,3412.4.13,spesialpedagog ved ungdomsinstitusjon,0.0
Occupation,http://data.europa.eu/esco/occupation/8d703e8f-1e57-4246-8a6b-cb87a760d4ab,3412.4,sosialomsorgsarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/4fa660b3-ab97-4a99-ad73-ce3c2612f2c3,3412.5,sosialarbeiderassistent,0.0
Occupation,http://data.europa.eu/esco/occupation/1f13d8c3-f601-4d3b-adc8-c8d52e0c15d5,3412.6,frivillighetsveileder,0.0344827586206896
ISCO level 4,http://data.europa.eu/esco/isco/C3412,3412,Miljøarbeidere innen sosiale fagfelt,0.0019157088122605333
Occupation,http://data.europa.eu/esco/occupation/33ae2ba9-9835-410f-8ea6-e5ac991f5975,3413.1,munk/nonne,0.0227272727272727
Occupation,http://data.europa.eu/esco/occupation/665266cb-50dd-44a5-a920-ab04c67e251a,3413.2,presteassistent,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3413,3413,Religiøse yrker,0.01136363636363635
ISCO level 3,http://data.europa.eu/esco/isco/C342,342,Yrker innen sport og idrett,0.030883535093826776
Occupation,http://data.europa.eu/esco/occupation/082c234c-0dda-490a-b5af-757c3e48da90,3421.1,profesjonell idrettsutøver,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3421,3421,Idrettsutøvere,0.0
Occupation,http://data.europa.eu/esco/occupation/58f3f9fc-c9f6-4e14-bedf-a71ace5f27c5,3422.1,kunstnerisk instruktør,0.0
Occupation,http://data.europa.eu/esco/occupation/5a80044b-9b2f-40eb-a210-0c1c3c958e0e,3422.2,badevaktinstruktør,0.0
Occupation,http://data.europa.eu/esco/occupation/3b43dafb-8c6b-4906-9fe5-bc218aacad55,3422.3.1,fotballtrener,0.0
Occupation,http://data.europa.eu/esco/occupation/3e9c1262-4fe2-4eb1-bf94-4fe64498393a,3422.3,idrettstrener,0.0
Occupation,http://data.europa.eu/esco/occupation/0af6fc82-8e5e-46c6-a4ca-a672ecf7704c,3422.4.1,boksetrener,0.0
Occupation,http://data.europa.eu/esco/occupation/09c2b506-cefa-4ba3-b868-a9c2bc4fc6f1,3422.4.2,golfinstruktør,0.0
Occupation,http://data.europa.eu/esco/occupation/29df0797-c66d-4e54-a5e1-45b18cecf052,3422.4.3,skøytetrener,0.0
Occupation,http://data.europa.eu/esco/occupation/812276dd-95ea-428b-b05e-a61c4089063c,3422.4.4,skiinstruktør,0.0
Occupation,http://data.europa.eu/esco/occupation/776837b1-6f6b-4014-8330-d56918303e93,3422.4.5,snøbrettinstruktør,0.0
Occupation,http://data.europa.eu/esco/occupation/62975936-0853-4a5d-9f59-bf943aca3cc6,3422.4.6,svømmeinstruktør,0.0
Occupation,http://data.europa.eu/esco/occupation/b3086ad2-1f3c-4a60-9bdb-8b4746989d4b,3422.4.7,tennistrener,0.0
Occupation,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4,3422.4,idrettstrener,0.0
Occupation,http://data.europa.eu/esco/occupation/388155cc-7ab8-46c7-8051-aefc7b276c84,3422.5,idrettsfunksjonær,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3422,3422,Trenere og idrettsdommere,0.0
Occupation,http://data.europa.eu/esco/occupation/6e298596-882b-4687-a0cf-3eb37f8fd328,3423.1.1,friluftskoordinator,0.193548387096774
Occupation,http://data.europa.eu/esco/occupation/4dceca8d-9faf-487b-b342-c9d7dc209533,3423.1.2.1,assistent for friluftsaktivitør,0.0
Occupation,http://data.europa.eu/esco/occupation/52a769ab-c899-4e8c-b31d-e5c2a01f32e3,3423.1.2.2.1,overlevelsesinstruktør,0.0909090909090909
Occupation,http://data.europa.eu/esco/occupation/55af6be8-039a-419c-b278-55b3f7d9ef92,3423.1.2.2,friluftsinstruktør,0.024390243902439
Occupation,http://data.europa.eu/esco/occupation/a1b32703-a2e5-4e0a-910f-7cdd0293b52d,3423.1.2.3,spesialisert friluftsaktivitør,0.185185185185185
Occupation,http://data.europa.eu/esco/occupation/67d8c64f-e0d9-4e0b-be8b-510f9e20e698,3423.1.2,friluftsaktivitør,0.206896551724137
Occupation,http://data.europa.eu/esco/occupation/234be692-befb-41df-bdf0-e1b2f4eaf5e7,3423.1,aktivitetsleder,0.0238095238095238
Occupation,http://data.europa.eu/esco/occupation/88c55070-444a-45db-abe3-7b95c40bc9ec,3423.2.1,fritidsassistent,0.0
Occupation,http://data.europa.eu/esco/occupation/f7177f79-63e7-4944-8896-044056b62523,3423.2.2,personlig trener,0.0
Occupation,http://data.europa.eu/esco/occupation/3e6488b6-3ca5-46b9-b380-5cd251d24824,3423.2.3,pilatestrener,0.0
Occupation,http://data.europa.eu/esco/occupation/394bdd9b-3ee8-43a9-b943-442ce146bb21,3423.2.4,idrettsterapeut,0.0
Occupation,http://data.europa.eu/esco/occupation/c784c2db-e636-429f-8492-3191790a58d7,3423.2,"instruktør, helsestudio",0.0
Occupation,http://data.europa.eu/esco/occupation/0c3672ed-450b-4fcd-a3d0-579a10004486,3423.3,ridelærer,0.0
Occupation,http://data.europa.eu/esco/occupation/86e8e172-234d-4e85-b9ae-6a4aecc2c321,3423.4,fjellguide,0.14
ISCO level 4,http://data.europa.eu/esco/isco/C3423,3423,Sports- og aktivitetsinstruktører,0.06176707018765355
ISCO level 3,http://data.europa.eu/esco/isco/C343,343,Yrker innen estetiske fag,0.015561412919630981
Occupation,http://data.europa.eu/esco/occupation/66542dd6-05a6-4d9e-97ff-3f4858c31ff9,3431.1,fotograf,0.0377358490566037
Occupation,http://data.europa.eu/esco/occupation/480d2853-db07-43d4-847f-7ffdd8d368f5,3431.2,fotojournalist,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3431,3431,Fotografer og filmfotografer,0.01886792452830185
Occupation,http://data.europa.eu/esco/occupation/773e5ea3-235b-4e72-afc5-290dd841eed8,3432.1.1,innredningskonsulent,0.133333333333333
Occupation,http://data.europa.eu/esco/occupation/73e776fb-4d99-4031-bad4-7716f121155d,3432.1,interiørdesigner,0.0357142857142857
Occupation,http://data.europa.eu/esco/occupation/f1fcad3b-fdf0-444a-81b0-e50e96f8966a,3432.2,salgsfremmer,0.0
Occupation,http://data.europa.eu/esco/occupation/88760821-9df4-47a6-a1c2-ac08b9759396,3432.3,konstruktør av miniatyrkulisser,0.0
Occupation,http://data.europa.eu/esco/occupation/4ed36f4c-9d5b-4a01-bf59-7f3c7844ce95,3432.4.1,scenemaler,0.0
Occupation,http://data.europa.eu/esco/occupation/34e1c889-0fd1-4d1f-aba9-3b6263ae667a,3432.4,scenebygger,0.0
Occupation,http://data.europa.eu/esco/occupation/874a2080-a9b6-46a9-8662-c9b7d4208f73,3432.5,scenograf,0.0
Occupation,http://data.europa.eu/esco/occupation/35eb0aa6-b40d-449d-9390-719be8912277,3432.6,butikkdekoratør,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3432,3432,Interiørdesignere og dekoratører,0.021130952380952337
Occupation,http://data.europa.eu/esco/occupation/6040c941-ab83-44b2-84e7-5cbfa1eafcdc,3433.1,kunsthåndterer,0.0
Occupation,http://data.europa.eu/esco/occupation/4e4a1aa1-ca53-406e-9ca6-889d4621a0ed,3433.2,"bibliotekar, stort dataarkiv",0.0
Occupation,http://data.europa.eu/esco/occupation/a78d8e2b-fe31-447f-8694-38ed7198d143,3433.3,taksidermist,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3433,3433,Tekniske konservatorer,0.0
Occupation,http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0,3434.1.1,sjefskokk,0.115384615384615
Occupation,http://data.europa.eu/esco/occupation/b10dc548-10e1-4447-8406-5101ff170bbf,3434.1.2.1,sjefskonditor,0.0851063829787234
Occupation,http://data.europa.eu/esco/occupation/8f10ea9b-bfdf-4a4c-9fa7-b6e02daa93e5,3434.1.2,konditor,0.064516129032258
Occupation,http://data.europa.eu/esco/occupation/a256838b-0843-4ad2-a2fb-4531f94e63d8,3434.1.3,privatkokk,0.06
Occupation,http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588,3434.1,kjøkkensjef,0.122448979591836
ISCO level 4,http://data.europa.eu/esco/isco/C3434,3434,Sjefskokker,0.08949122139748647
Occupation,http://data.europa.eu/esco/occupation/e1106f6d-81fc-44f8-af94-8b7d2763065c,3435.1,regiassistent/sceneinstruktørassistenter,0.0
Occupation,http://data.europa.eu/esco/occupation/71898b81-fc2f-4a97-826d-f45e49a8160a,3435.2,video- og filmproduksjonsassistent,0.0
Occupation,http://data.europa.eu/esco/occupation/2cbb23b0-0bf1-4871-9e6d-18f005987310,3435.3,lydtekniker,0.0
Occupation,http://data.europa.eu/esco/occupation/08edf4c5-3551-4690-9d09-f9b8b9194c90,3435.4,"scenetekniker, automatisk løfteutstyr",0.0
Occupation,http://data.europa.eu/esco/occupation/40da2fc6-8cb4-4cd3-8fe3-899715905070,3435.5,kroppskunstner,0.0
Occupation,http://data.europa.eu/esco/occupation/7f0d69cf-8b02-4a84-865a-37585dea9b43,3435.6,programdirektør,0.0
Occupation,http://data.europa.eu/esco/occupation/30739eb6-218b-4e8a-9209-e2f36b9446cd,3435.7.1,kostymeassistent,0.0
Occupation,http://data.europa.eu/esco/occupation/2a6784d7-c457-413d-ba99-e320de11fc98,3435.7,påkleder,0.0
Occupation,http://data.europa.eu/esco/occupation/e4fca489-4c79-4392-874f-9ea1051c05c8,3435.8,statist,0.0
Occupation,http://data.europa.eu/esco/occupation/d6a395eb-6664-47f1-9be5-91aa2e8ba87d,3435.9,kampinstruktør,0.0
Occupation,http://data.europa.eu/esco/occupation/7d27600b-5cff-4ebc-b259-cc2d47572035,3435.10,rekvisittleder,0.0
Occupation,http://data.europa.eu/esco/occupation/89a0af2a-edf4-4d1a-8526-f4a8f476cea2,3435.11,"location manager, filmproduksjon",0.0384615384615384
Occupation,http://data.europa.eu/esco/occupation/c05090e2-d599-46c8-a47b-3d52a893ca55,3435.12,maskemaker,0.0
Occupation,http://data.europa.eu/esco/occupation/22585d1e-48aa-45a6-a8c3-d072b4ff1b31,3435.13,operatør – medieintegrering,0.0
Occupation,http://data.europa.eu/esco/occupation/bfc1b4e9-624c-4fba-89f2-d218bba9e257,3435.14,flyvekoreograf,0.0
Occupation,http://data.europa.eu/esco/occupation/0eebf6d2-af43-4a18-b4b7-668fb6433b42,3435.15.1,"lystekniker, automatisk lyssetting",0.0392156862745098
Occupation,http://data.europa.eu/esco/occupation/9ac10bde-93a0-4570-afc2-e2b6cf46d8d2,3435.15,lystekniker,0.0461538461538461
Occupation,http://data.europa.eu/esco/occupation/949f1dc9-fb19-4212-8ac6-35ce83c88921,3435.16,sufflør,0.0
Occupation,http://data.europa.eu/esco/occupation/7a18e959-44fe-49ae-9757-124f46a7487c,3435.17,rekvisittmaker,0.0
Occupation,http://data.europa.eu/esco/occupation/bd94312f-05c8-455d-a2f6-5490489ac4a4,3435.18,rekvisitør,0.0
Occupation,http://data.europa.eu/esco/occupation/a0ebd342-8f89-4947-893d-fee9468cf001,3435.19,pyroteknisk designer,0.0
Occupation,http://data.europa.eu/esco/occupation/59cfa27b-874f-48b7-8880-b65420239559,3435.20,pyrotekniker,0.0
Occupation,http://data.europa.eu/esco/occupation/99b096eb-a628-4e69-a79b-0563f2ed1b93,3435.21,scriptansvarlig,0.0
Occupation,http://data.europa.eu/esco/occupation/1aa4bb15-c527-4a3b-9270-b3c71c4be111,3435.22,inspisent,0.0
Occupation,http://data.europa.eu/esco/occupation/1bb7c072-38c8-430a-b943-76bfa312a5f4,3435.23,stand-in/reserve,0.0
Occupation,http://data.europa.eu/esco/occupation/84f20f5d-149a-4512-b319-18a81d3d6026,3435.24,stuntmann,0.0
Occupation,http://data.europa.eu/esco/occupation/d71eb4f9-2de3-4955-ba79-7b82ea3fe32c,3435.25.1,operatør av lyskastere,0.0
Occupation,http://data.europa.eu/esco/occupation/87e644b2-8bc1-42d4-bb14-cc4abb0bc715,3435.25.2,operatør av miksebord for lys,0.0
Occupation,http://data.europa.eu/esco/occupation/5a0ff408-e1df-424b-a2d6-4b475a516f2a,3435.25.3,scenetekniker,0.0
Occupation,http://data.europa.eu/esco/occupation/50b41847-6dad-4a2e-9427-a0374c2963fd,3435.25.4,teknisk scenemedarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/acb6b99a-6c13-482a-81b1-8b5614e0153e,3435.25.5,scenetekniker,0.0
Occupation,http://data.europa.eu/esco/occupation/f09b6100-28a6-4be5-9726-ecf5b24f74f6,3435.25,teatertekniker,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3435,3435,,0.0038697209653091973
ISCO level 3,http://data.europa.eu/esco/isco/C351,351,Operatører og brukerstøtte,0.0
Occupation,http://data.europa.eu/esco/occupation/9729c0f3-c9bc-482e-ac59-a82ec3b67ba3,3511.1,datasenteroperatør,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3511,3511,Driftsteknikere,0.0
Occupation,http://data.europa.eu/esco/occupation/aaeec9a7-dc57-4485-890c-86b3eef735f9,3512.1,IKT-brukerstøttemedarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/1242d99a-47f1-4a62-b884-33746db8a6ca,3512.2,sjef for IKT-brukerstøtte,0.0
Occupation,http://data.europa.eu/esco/occupation/a44a1dc5-be08-4840-8bd5-770c4ac1ca6d,3512.3,IKT-sikkerhetstekniker,0.0
Occupation,http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c,3512.4,IKT-tekniker,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C3512,3512,Brukerstøtte,0.0
Occupation,http://data.europa.eu/esco/occupation/591c5063-69ce-4551-ba60-e2304111130f,3513.1,"datatekniker, overføring av flydata",0.0
